No,nama_hotel,kelurahan,kecamatan,bintang,jumlah_kamar,jumlah_tempat_tidur,jan_wisman,jan_wisnus,feb_wisman,feb_wisnus,mar_wisman,mar_wisnus,apr_wisman,apr_wisnus,mei_wisman,mei_wisnus,jun_wisman,jun_wisnus,jul_wisman,jul_wisnus,ags_wisman,ags_wisnus,sep_wisman,sep_wisnus,okt_wisman,okt_wisnus,nov_wisman,nov_wisnus,des_wisman,des_wisnus,total_wisman,total_wisnus,total_wisatawan,jan_kmr,jan_pax,feb_kmr,feb_pax,mar_kmr,mar_pax,apr_kmr,apr_pax,mei_kmr,mei_pax,jun_kmr,jun_pax,jul_kmr,jul_pax,ags_kmr,ags_pax,sep_kmr,sep_pax,okt_kmr,okt_pax,nov_kmr,nov_pax,des_kmr,des_pax,kamar_terjual,total_malam_tamu,jan_rm_ava,jan_occ,feb_rm_ava,feb_occ,mar_rm_ava,mar_occ,apr_rm_ava,apr_occ,mei_rm_ava,mei_occ,jun_rm_ava,jun_occ,jul_rm_ava,jul_occ,ags_rm_ava,ags_occ,sep_rm_ava,sep_occ,okt_rm_ava,okt_occ,nov_rm_ava,nov_occ,des_rm_ava,des_occ,rata_rata_occ,tahun
213,SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  3.200 ,0,  3.507 ,0,  3.811 ,0,  3.088 ,0,  3.514 ,0,  3.394 ,0,0,0,0,0,0,0,0,0,0,0,0,0,20.514,0,3.038,"105,33",2.744,"127,81",3.038,"125,44",2.940,"105,03",3.038,"115,67",2.940,"115,44",3.038,"0,00",3.038,"0,00",2.940,"0,00",3.038,"0,00",2.940,"0,00",3.038,"0,00","57,89",2022
214,ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,166,166,0,4.082,0,3.455,0,4.776,0,3.448,0,5.059,0,5.567,0,5.553,0,0,0,0,0,0,0,0,0,0,0,31.940,31.940,  2.473 ,4.082,  2.096 ,3.455,  2.813 ,4.776,  2.243 ,3.448,  2.753 ,5.059,  2.939 ,5.567,  2.879 ,5.553,0,0,0,0,0,0,0,0,0,0,18.196,31.940,5.146,"48,06",4.648,"45,09",5.146,"54,66",4.980,"45,04",5.146,"53,50",4.980,"59,02",5.146,"55,95",5.146,"0,00",4.980,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00","30,11",2022
215,MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,170,12,5.782,4,4.797,2,5.546,8,4.771,14,6.198,19,6.256,29,6.160,21,5.720,31,5.923,6,6.524,16,6.409,24,6.797,186,70.883,71.069,  3.319 ,5.794,  2.993 ,4.801,  3.488 ,5.548,  3.042 ,4.779,  3.389 ,6.212,  3.380 ,6.275,  3.338 ,6.189,  3.378 ,5.741,  3.270 ,5.954,  3.413 ,6.530,  3.359 ,6.425,  3.458 ,6.821,39.827,71.069,3.565,"93,10",3.220,"92,95",3.565,"97,84",3.450,"88,17",3.565,"95,06",3.450,"97,97",3.565,"93,63",3.565,"94,75",3.450,"94,78",3.565,"95,74",3.450,"97,36",3.565,"97,00","94,86",2022
216,HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,79,79,1,2.626,0,2.651,0,3.409,0,2.427,4,3.645,1,3.779,0,3.070,1,3.199,12,2.587,5,2.846,14,3.516,0,0,38,33.755,33.793,0,2.627,0,2.651,0,3.409,0,2.427,0,3.649,0,3.780,0,3.070,0,3.200,0,2.599,0,2.851,0,3.530,0,0,0,33.793,2.449,"0,00",2.212,"0,00",2.449,"0,00",2.370,"0,00",2.449,"0,00",2.370,"0,00",2.449,"0,00",2.449,"0,00",2.370,"0,00",2.449,"0,00",2.370,"0,00",2.449,"0,00","0,00",2022
217,MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.805,"0,00",4.340,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00","0,00",2022
218,BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.643,"0,00",1.484,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00","0,00",2022
219,THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,0,418,0,346,0,566,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.522,1.522,  209 ,418,  173 ,346,  283 ,566,  96 ,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,1.522,4.123,"5,07",3.724,"4,65",4.123,"6,86",3.990,"2,41",4.123,"0,00",3.990,"0,00",4.123,"0,00",4.123,"0,00",3.990,"0,00",4.123,"0,00",3.990,"0,00",4.123,"0,00","1,58",2022
220,ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.472,"0,00",3.136,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00","0,00",2022
221,ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,1,1.617,0,2.500,3,2.569,4,1.036,0,2.859,0,1.902,9,1.205,13,1.660,0,0,0,0,0,0,0,0,30,15.348,15.378,948,1.618,2346,2.500,2179,2.572,689,1.040,1605,2.859,1113,1.902,662,1.214,0,1.673,0,0,0,0,0,0,0,0,9.542,15.378,4.805,"19,73",4.340,"54,06",4.805,"45,35",4.650,"14,82",4.805,"33,40",4.650,"23,94",4.805,"13,78",4.805,"0,00",4.650,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00","17,09",2022
222,MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,0,1.764,0,1.567,0,2.016,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.089,6.089,  907 ,1.764,  816 ,1.567,  1.033 ,2.016,  386 ,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.142,6.089,3.348,"27,09",3.024,"26,98",3.348,"30,85",3.240,"11,91",3.348,"0,00",3.240,"0,00",3.348,"0,00",3.348,"0,00",3.240,"0,00",3.348,"0,00",3.240,"0,00",3.348,"0,00","8,07",2022
223,HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.774,"0,00",4.312,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00","0,00",2022
224,FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.472,"0,00",3.136,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00","0,00",2022
225,D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.511,"0,00",2.268,"0,00",2.511,"0,00",2.430,"0,00",2.511,"0,00",2.430,"0,00",2.511,"0,00",2.511,"0,00",2.430,"0,00",2.511,"0,00",2.430,"0,00",2.511,"0,00","0,00",2022
226,THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023,"0,00",924,"0,00",1.023,"0,00",990,"0,00",1.023,"0,00",990,"0,00",1.023,"0,00",1.023,"0,00",990,"0,00",1.023,"0,00",990,"0,00",1.023,"0,00","0,00",2022
227,MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,30,43,0,1.522,2,1.383,16,1.542,0,1.364,2,2.968,9,1.460,8,1.460,0,1.482,15,1.409,25,1.433,0,1.458,6,1.530,83,19.011,19.094,  1.522 ,1.522,  1.385 ,1.385,  1.558 ,1.558,  1.364 ,1.364,  1.485 ,2.970,  1.469 ,1.469,  1.468 ,1.468,  1.482 ,1.482,  1.424 ,1.424,  1.458 ,1.458,  1.458 ,1.458,  1.530 ,1.536,17.603,19.094,930,"163,66",840,"164,88",930,"167,53",900,"151,56",930,"159,68",900,"163,22",930,"157,85",930,"159,35",900,"158,22",930,"156,77",900,"162,00",930,"164,52","160,77",2022
228,SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,51,56,0,2.469,0,2.310,0,2.734,0,2.484,0,2.778,0,2.670,0,2.664,0,2.770,0,2.558,0,2.588,0,2.668,0,2.774,0,31.467,31.467,  1.306 ,2.469,  1.197 ,2.310,  1.367 ,2.734,  1.242 ,2.484,  1.389 ,2.778,  1.335 ,2.670,  1.332 ,2.664,  1.385 ,2.770,  1.279 ,2.558,  1.294 ,2.588,  1.334 ,2.668,  1.360 ,2.774,15.820,31.467,1.581,"82,61",1.428,"83,82",1.581,"86,46",1.530,"81,18",1.581,"87,86",1.530,"87,25",1.581,"84,25",1.581,"87,60",1.530,"83,59",1.581,"81,85",1.530,"87,19",1.581,"86,02","84,97",2022
229,BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.550,"0,00",1.400,"0,00",1.550,"0,00",1.500,"0,00",1.550,"0,00",1.500,"0,00",1.550,"0,00",1.550,"0,00",1.500,"0,00",1.550,"0,00",1.500,"0,00",1.550,"0,00","0,00",2022
230,SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,1,526,0,482,0,682,0,572,1,663,1,641,0,628,1,757,4,663,13,791,13,630,0,0,34,7.035,7.069,0,527,0,482,0,682,0,572,0,664,0,642,0,628,0,758,0,667,0,804,0,643,0,0,0,7.069,3.131,"0,00",2.828,"0,00",3.131,"0,00",3.030,"0,00",3.131,"0,00",3.030,"0,00",3.131,"0,00",3.131,"0,00",3.030,"0,00",3.131,"0,00",3.030,"0,00",3.131,"0,00","0,00",2022
231,HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Melati,38,40,31,80,31,103,31,107,31,60,31,123,31,82,31,76,1,67,0,48,0,61,0,61,0,79,218,947,1.165,  146 ,111,  113 ,134,  98 ,138,  108 ,91,  95 ,154,  93 ,113,  98 ,107,  131 ,68,  137 ,48,  131 ,61,  121 ,61,  143 ,79,1.414,1.165,1.178,"12,39",1.064,"10,62",1.178,"8,32",1.140,"9,47",1.178,"8,06",1.140,"8,16",1.178,"8,32",1.178,"11,12",1.140,"12,02",1.178,"11,12",1.140,"10,61",1.178,"12,14","10,20",2022
232,CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.767,"0,00",1.596,"0,00",1.767,"0,00",1.710,"0,00",1.767,"0,00",1.710,"0,00",1.767,"0,00",1.767,"0,00",1.710,"0,00",1.767,"0,00",1.710,"0,00",1.767,"0,00","0,00",2022
233,MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  858 ,0,  666 ,0,  846 ,0,  762 ,0,  145 ,0,0,0,0,0,0,0,0,0,0,0,  121 ,0,0,0,3.398,0,1.178,"72,84",1.064,"62,59",1.178,"71,82",1.140,"66,84",1.178,"12,31",1.140,"0,00",1.178,"0,00",1.178,"0,00",1.140,"0,00",1.178,"0,00",1.140,"10,61",1.178,"0,00","24,75",2022
234,D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.472,"0,00",3.136,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00","0,00",2022
235,AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 1,51,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1.581,"3,35",1.428,"0,00",1.581,"0,00",1.530,"0,00",1.581,"0,00",1.530,"0,00",1.581,"0,00",1.581,"0,00",1.530,"0,00",1.581,"0,00",1.530,"0,00",1.581,"0,00","0,28",2022
236,BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.108,"0,00",1.904,"0,00",2.108,"0,00",2.040,"0,00",2.108,"0,00",2.040,"0,00",2.108,"0,00",2.108,"0,00",2.040,"0,00",2.108,"0,00",2.040,"0,00",2.108,"0,00","0,00",2022
237,BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.271,"0,00",1.148,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00","0,00",2022
238,NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.146,"0,00",4.648,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00","0,00",2022
239,HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.085,"0,00",980,"0,00",1.085,"0,00",1.050,"0,00",1.085,"0,00",1.050,"0,00",1.085,"0,00",1.085,"0,00",1.050,"0,00",1.085,"0,00",1.050,"0,00",1.085,"0,00","0,00",2022
240,BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.271,"0,00",1.148,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00","0,00",2022
241,THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364,"0,00",1.232,"0,00",1.364,"0,00",1.320,"0,00",1.364,"0,00",1.320,"0,00",1.364,"0,00",1.364,"0,00",1.320,"0,00",1.364,"0,00",1.320,"0,00",1.364,"0,00","0,00",2022
242,KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.395,"0,00",1.260,"0,00",1.395,"0,00",1.350,"0,00",1.395,"0,00",1.350,"0,00",1.395,"0,00",1.395,"0,00",1.350,"0,00",1.395,"0,00",1.350,"0,00",1.395,"0,00","0,00",2022
243,J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,45,45,0,760,0,1.204,0,1.382,0,0,0,0,0,532,0,0,0,832,0,586,0,1.276,0,725,0,766,0,8.063,8.063,0,760,  669 ,1.204,  893 ,1.382,  265 ,0,  863 ,0,  429 ,532,  208 ,0,  216 ,832,0,586,0,1.276,  677 ,725,0,766,4.220,8.063,1.395,"0,00",1.260,"53,10",1.395,"64,01",1.350,"19,63",1.395,"61,86",1.350,"31,78",1.395,"14,91",1.395,"15,48",1.350,"0,00",1.395,"0,00",1.350,"50,15",1.395,"0,00","25,91",2022
244,SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,0,252,0,238,0,364,0,202,0,382,0,332,0,298,0,268,0,228,0,306,0,0,0,0,0,2.870,2.870,  151 ,252,  164 ,238,  170 ,364,  106 ,202,  111 ,382,  173 ,332,  188 ,298,  164 ,268,  156 ,228,  194 ,306,  175 ,0,  191 ,0,1.943,2.870,775,"19,48",700,"23,43",775,"21,94",750,"14,13",775,"14,32",750,"23,07",775,"24,26",775,"21,16",750,"20,80",775,"25,03",750,"23,33",775,"24,65","21,30",2022
245,ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.294,"0,00",2.072,"0,00",2.294,"0,00",2.220,"0,00",2.294,"0,00",2.220,"0,00",2.294,"0,00",2.294,"0,00",2.220,"0,00",2.294,"0,00",2.220,"0,00",2.294,"0,00","0,00",2022
246,CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.418,"0,00",2.184,"0,00",2.418,"0,00",2.340,"0,00",2.418,"0,00",2.340,"0,00",2.418,"0,00",2.418,"0,00",2.340,"0,00",2.418,"0,00",2.340,"0,00",2.418,"0,00","0,00",2022
247,ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  29 ,0,  21 ,0,  26 ,0,  24 ,0,  33 ,0,0,0,  13 ,0,  16 ,0,  26 ,0,  35 ,0,  36 ,0,0,0,259,0,527,"5,50",476,"4,41",527,"4,93",510,"4,71",527,"6,26",510,"0,00",527,"2,47",527,"3,04",510,"5,10",527,"6,64",510,"7,06",527,"0,00","4,18",2022
248,MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,0,332,0,0,0,343,0,275,0,284,0,345,0,322,0,353,0,0,0,408,0,354,0,0,0,3.016,3.016,  192 ,332,0,0,  303 ,343,  232 ,275,  236 ,284,  240 ,345,  218 ,322,  259 ,353,0,0,  299 ,408,  297 ,354,  329 ,0,2.605,3.016,961,"19,98",868,"0,00",961,"31,53",930,"24,95",961,"24,56",930,"25,81",961,"22,68",961,"26,95",930,"0,00",961,"31,11",930,"31,94",961,"34,24","22,81",2022
249,GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.127,0,3.217,0,2.941,0,2224,0,1675,0,1807,0,1883,0,0,0,0,0,0,0,0,0,0,0,15.874,0,5.611,"37,91",5.068,"63,48",5.611,"52,41",5.430,"40,96",5.611,"29,85",5.430,"33,28",5.611,"33,56",5.611,"0,00",5.430,"0,00",5.611,"0,00",5.430,"0,00",5.611,"0,00","24,29",2023
250,NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,75,3.566,98,3.084,2.031,2.038,159,2.566,167,4.127,202,4.698,267,4.384,307,4.662,188,4.830,121,4.779,110,4.969,160,4.994,3.885,48.697,52.582,4.419,3.641,4.628,3.182,5.940,4.069,3.639,2.725,4.878,4.294,4.574,4.900,4.897,4.651,4.813,4.969,4.814,5.018,5.113,4.900,5.080,5.079,4.722,5.154,57.517,52.582,6.138,"71,99",5.544,"83,48",6.138,"96,77",5.940,"61,26",6.138,"79,47",5.940,"77,00",6.138,"79,78",6.138,"78,41",5.940,"81,04",6.138,"83,30",5.940,"85,52",6.138,"76,93","79,58",2023
251,GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2,4.438,2,3.089,15,4.761,11,3.462,7,4.798,0,0,11,5.170,33,4.500,34,4.939,33,5.439,16,5.682,11,5.946,175,52.224,52.399,213,4.440,5.094,3.091,6.450,4.776,3.926,3.473,5.171,4.805,5.175,0,5.716,5.181,5.236,4.533,5.057,4.973,5.754,5.472,5.773,5.698,5.749,5.957,59.314,52.399,6.665,"3,20",6.020,"84,62",6.665,"96,77",6.450,"60,87",6.665,"77,58",6.450,"80,23",6.665,"85,76",6.665,"78,56",6.450,"78,40",6.665,"86,33",6.450,"89,50",6.665,"86,26","75,67",2023
252,FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445,0,3360,0,3290,0,2410,0,3290,0,3035,0,3651,0,0,0,0,0,0,0,0,0,0,0,22.481,0,4.278,"80,53",3.864,"86,96",4.278,"76,91",4.140,"58,21",4.278,"76,91",4.140,"73,31",4.278,"85,34",4.278,"0,00",4.140,"0,00",4.278,"0,00",4.140,"0,00",4.278,"0,00","44,85",2023
253,PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,33,4.418,54,3.191,53,5.147,71,2.790,84,5.068,0,4.110,0,0,0,0,0,0,0,0,0,0,0,0,295,24.724,25.019,4041,4.451,4354,3.245,4385,5.200,2839,2.861,4964,5.152,3963,4.110,4492,0,4594,0,4399,0,0,0,0,0,0,0,38.031,25.019,6.200,"65,18",5.600,"77,75",6.200,"70,73",6.000,"47,32",6.200,"80,06",6.000,"66,05",6.200,"72,45",6.200,"74,10",6.000,"73,32",6.200,"0,00",6.000,"0,00",6.200,"0,00","52,25",2023
254,BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2,3.126,7,2.476,11,3.714,2,2.329,7,3.942,20,3.659,15,2.951,8,3.487,36,3.478,44,4.104,35,3.850,17,4.459,204,41.575,41.779,2.905,3.128,3.151,2.483,3.620,3.725,2.426,2.331,3.303,3.949,3.633,3.679,3.331,2.966,3.408,3.495,4.132,3.514,4.166,4.148,4.245,3.885,4.157,4.476,42.477,41.779,3.782,"76,81",3.416,"92,24",3.782,"95,72",3.660,"66,28",3.782,"87,33",3.660,"99,26",3.782,"88,08",3.782,"90,11",3.660,"112,90",3.782,"110,15",3.660,"115,98",3.782,"109,92","95,40",2023
255,PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.233,0,1.625,0,1.716,0,2.015,0,2.660,0,3.107,0,3.441,0,3.436,0,3.638,0,4.185,0,4.242,0,4.356,0,35.654,0,2.480,"49,72",2.240,"72,54",2.480,"69,19",2.400,"83,96",2.480,"107,26",2.400,"129,46",2.480,"138,75",2.480,"138,55",2.400,"151,58",2.480,"168,75",2.400,"176,75",2.480,"175,65","121,85",2023
256,GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,6,4.346,26,3.675,21,5.168,44,3.360,64,5.555,126,5.395,97,5.544,97,5.544,117,5.602,120,6.398,111,6.145,54,6.422,883,63.154,64.037,3120,4.352,3313,3.701,4991,5.189,2238,3.404,3358,5.619,,5.521,3597,5.641,3723,5.641,3355,5.719,3631,6.518,3793,6.256,3556,6.476,38.675,64.037,4.588,"68,00",4.144,"79,95",4.588,"108,78",4.440,"50,41",4.588,"73,19",4.440,"0,00",4.588,"78,40",4.588,"81,15",4.440,"75,56",4.588,"79,14",4.440,"85,43",4.588,"77,51","71,46",2023
257,HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.030,"0,00",3.640,"0,00",4.030,"0,00",3.900,"0,00",4.030,"0,00",3.900,"0,00",4.030,"0,00",4.030,"0,00",3.900,"0,00",4.030,"0,00",3.900,"0,00",4.030,"0,00","0,00",2023
258,GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,203,4.605,131,5.920,126,7.649,64,5.379,152,8.165,215,8.119,156,8.307,235,6.457,204,4.902,216,7.809,136,7.617,101,8.742,1.939,83.671,85.610,3.030,4.808,3.687,6.051,3.549,7.775,3.107,5.443,3.748,8.317,4.001,8.334,3.947,8.463,3.789,6.692,3.441,5.106,4.101,8.025,3.963,7.753,4.159,8.843,44.522,85.610,4.650,"65,16",4.200,"87,79",4.650,"76,32",4.500,"69,04",4.650,"80,60",4.500,"88,91",4.650,"84,88",4.650,"81,48",4.500,"76,47",4.650,"88,19",4.500,"88,07",4.650,"89,44","81,36",2023
